activity_nr,estab_name,site_city,site_state,site_zip,naics_code,trade,open_date
347876310,ENF CONSTRUCTION INC,CEDAR KNOLLS,NJ,07927,238140,Masonry,2024-11-13
347878472,ALVAREZ HOME REMODELING LLC,MORRISTOWN,NJ,07960,238160,Roofing,2024-11-13
347878738,NJFC HOME CONTRACTOR LLC,MORRISTOWN,NJ,07960,238170,,2024-11-13
347878795,TULLY - NUCO JV LLC.,BROOKLYN,NY,11221,237310,Highway/Bridge,2024-11-13
347875049,"MEHL ELECTRIC COMPANY, INC",ORANGEBURG,NY,10962,238210,,2024-11-13
347876583,LKC GROUP INC,BROOKLYN,NY,11235,236116,,2024-11-13
347876666,"OLIVIERA GENERAL SERVICES, LLC.",LAKEWOOD,NJ,08701,238130,Framing,2024-11-13
347876898,LKC GROUP INC,BROOKLYN,NY,11235,236116,,2024-11-13
347877011,NEW FUTURE CONTRACTOR CORPORATION,TOMS RIVER,NJ,08755,238130,Framing,2024-11-13
347878035,GORAK CONSTRUCTION LLC,CEDAR KNOLLS,NJ,07927,238130,Framing,2024-11-13
347874026,"MIDWAY GLASS & METAL INSTALLERS, INC",MAHWAH,NJ,07430,238150,,2024-11-13
347874414,COLI CONSTRUCTION,MAHWAH,NJ,07430,236116,,2024-11-13
347877417,"BSAFE USA, INC.",TOMS RIVER,NJ,08755,236118,,2024-11-13
347872871,TURNPIKE ELECTRIC INC.,UNION,NJ,07083,238210,,2024-11-12
347872350,"CONCRETE SYSTEMS, INC.",FLEMINGTON,NJ,08822,238110,,2024-11-12
347873887,CARRION GENERAL CONSTRUCTION LLC,EDISON,NJ,08820,236115,,2024-11-12
347874109,DOBCO INC.,UNION,NJ,07083,236220,Commercial Bldg,2024-11-12
347874174,MARCH ASSOCIATES CONSTRUCTION INC,FLEMINGTON,NJ,08822,236220,Commercial Bldg,2024-11-12
347874208,T FREITAS CONSTRUCTION LLC,SAYREVILLE,NJ,08871,238130,Framing,2024-11-12
347878134,DAVE ELECT LLC,BRICK,NJ,08724,238210,,2024-11-08
347864746,"D&R CONSTRUCTION ASSOCIATES, LLC",WEEHAWKEN,NJ,07086,236118,,2024-11-07
347869653,TRIUMPH CONSTRUCTION CORP.,BROOKLYN,NY,11209,237110,,2024-11-07
347869059,F.G.C. CONTRACTING INC,BROOKLYN,NY,11235,238140,Masonry,2024-11-07
347869133,FANTASTIC RENOVATION & CONSTRUCTION INC,BROOKLYN,NY,11235,238990,,2024-11-07
347866139,"T.G. NEW YORK CONSTRUCTOR, INC.",BROOKLYN,NY,11235,236118,,2024-11-07
347866246,HABONEH CONSTRUCTION INC.,BROOKLYN,NY,11235,238990,,2024-11-07
347866337,AMERICANA CONTRACTING CORP,BROOKLYN,NY,11214,238140,Masonry,2024-11-07
347868390,"JOEY'S CONSTRUCTION, INC",RONKONKOMA,NY,11779,236220,Commercial Bldg,2024-11-07
347868440,"ALL COUNTY EXTERIORS, LLC",RED BANK,NJ,07701,238160,Roofing,2024-11-07
347868507,"JEFF WILSON CONSTRUCTION, LLC",SHIRLEY,NY,11967,238160,Roofing,2024-11-07
347868572,DGM CONSTRUCTION LLC,RED BANK,NJ,07701,238160,Roofing,2024-11-07
347868846,DAVID HALL,HOLMDEL,NJ,07733,238320,,2024-11-07
347869646,N AND M PRECISION CONCRETE INC,HOBOKEN,NJ,07030,238110,,2024-11-06
347869745,MR. CONCRETE CORP,JERSEY CITY,NJ,07304,238110,,2024-11-06
347863466,CABRERA HOME RENOVATIONS INC,HICKSVILLE,NY,11801,236115,,2024-11-06
347868721,PROCRET NYC DEVELOPMENT AND CONSTRUCTION CORP,BROOKLYN,NY,11235,238110,,2024-11-06
347861171,RAHMANN CONTRACTING CO. LTD,BROOKLYN,NY,11231,238140,Masonry,2024-11-05
347862831,"HYTECH HOME PERFORMANCE, LLC",LITTLE NECK,NY,11362,238160,Roofing,2024-11-05
347862955,GRACE INDUSTRIES LLC.,STATEN ISLAND,NY,10314,237310,Highway/Bridge,2024-11-05
347862252,WALLINGTON PLUMBING SUPPLY CO,WAYNE,NJ,07470,238220,,2024-11-05
347862344,BJ CONTRACTING LLC,WAYNE,NJ,07470,238140,Masonry,2024-11-05
347876518,"KRAMER ENTERPRISES, INC.",STATEN ISLAND,NY,10312,238120,,2024-11-05
347876559,HUSIC INC,STATEN ISLAND,NY,10312,238910,,2024-11-05
347893117,BRETT PAWLAK BUILDERS LLC,WALLINGTON,NJ,07057,236115,,2024-11-05
347862559,ARS BUILDING SOLUTIONS LLC,WALLINGTON,NJ,07057,238160,Roofing,2024-11-05
347861130,DIAMOND CONTRACTORS GROUP CORPORATION,WHIPPANY,NJ,07981,238130,Framing,2024-11-04
347862229,NEW CONTRACTOR CORPORATION,WHIPPANY,NJ,07981,238130,Framing,2024-11-04
348066820,ANDREW GENERAL CONSTRUCTION,YONKERS,NY,10704,238160,Roofing,2024-11-02
347862674,SOUTHEAST BRIDGE FL CORP,BRONX,NY,10467,238320,,2024-11-01
347857088,"HYTECH HOME PERFORMANCE, LLC",JAMAICA,NY,11433,238160,Roofing,2024-11-01
347857237,KLG CONTRACTING INC.,NEW YORK,NY,10027,238160,Roofing,2024-11-01
347857369,HAAS INCORPORATED,NEW YORK,NY,10034,238220,,2024-11-01
347857757,FINE STUCCO INC,CEDAR KNOLLS,NJ,07927,238140,Masonry,2024-11-01
347856148,GOMEZ HOME IMPROVEMENT,YONKERS,NY,10704,238170,,2024-11-01
348054164,NEW FUTURE CONTRACTOR CORPORATION,MILLTOWN,NJ,08850,238170,,2024-10-31
347869687,A&Z HOME IMPROVEMENT LLC,EDISON,NJ,08817,238160,Roofing,2024-10-31
347853285,CIPOLLINI ROOFING,POMPTON LAKES,NJ,07442,238160,Roofing,2024-10-31
347853319,"MERIDIA CONSTRUCTION MANAGEMENT, LLC",POMPTON LAKES,NJ,07442,236116,,2024-10-31
347853418,EAGLE ROCK DRYWALL LLC,POMPTON LAKES,NJ,07442,238310,,2024-10-31
347853558,"ECHELON SERVICES, LLC",POMPTON LAKES,NJ,07442,238220,,2024-10-31
347853566,BREWSTER VILLAGE DEPARTMENT OF PUBLIC WORKS,BREWSTER,NY,10509,237310,Highway/Bridge,2024-10-31
347853590,"SANT-TEC ELECTRIC, INC.",POMPTON LAKES,NJ,07442,238210,,2024-10-31
347853723,"BELLAROSE MASONRY, LLC",POMPTON LAKES,NJ,07442,238140,Masonry,2024-10-31
347855579,ALMIGHTY HOME IMPROVEMENT GROUP CORP,HICKSVILLE,NY,11801,236118,,2024-10-31
347869109,BLACK GOLD GENERAL CONTRACTOR LLC,MILLTOWN,NJ,08850,238130,Framing,2024-10-31
347855611,EURO SIDING CORP.,BETHPAGE,NY,11714,238170,,2024-10-31
347856031,"FADDA ELECTRICAL CONTRACTING, INC.",WHITE PLAINS,NY,10607,238210,,2024-10-31
347852196,DONNELLY CONSTRUCTION,DENVILLE,NJ,07834,236220,Commercial Bldg,2024-10-30
347856999,"SOLIS CARPENTRY, INC.",RYE,NY,10580,238130,Framing,2024-10-30
347889370,JCH CONSTRUCTION LLC,MAHWAH,NJ,07430,238160,Roofing,2024-10-30
347852782,KAMESI CORPORATION,NEW YORK,NY,10029,238390,,2024-10-30
347850869,BOROUGH OF BRIELLE,BRIELLE,NJ,08730,237310,Highway/Bridge,2024-10-30
347857609,Z TECH BUILDING SOLUTIONS,NEW YORK,NY,10037,238140,Masonry,2024-10-30
347855827,O&T AND SONS FRAMING,BELLEVILLE,NJ,07109,238130,Framing,2024-10-30
347855884,A.J. PERRI,BELLEVILLE,NJ,07109,238220,,2024-10-30
347857021,SATO CONSTRUCTION CO.,STATEN ISLAND,NY,10305,238990,,2024-10-29
347849754,VANCHARLES CORPORATION,DUNELLEN,NJ,08812,238140,Masonry,2024-10-29
347849994,KDR NY ENTERPRISES CORP.,BROOKLYN,NY,11205,238110,,2024-10-29
347858763,GRACE INDUSTRIES LLC.,STATEN ISLAND,NY,10305,237310,Highway/Bridge,2024-10-29
347849143,ULTRA PRO CONSTRUCTION,RIVER EDGE,NJ,07661,238160,Roofing,2024-10-29
347880692,TNS CONSTRUCTION LLC,WOODLAND PARK,NJ,07424,236210,,2024-10-29
347850422,SKANSKA TRAYLOR PNB JOINT VENTURE,KEARNY,NJ,07032,237310,Highway/Bridge,2024-10-29
347845984,"JIMY CONTRACTING, LLC.",HARRISON,NY,10528,238130,Framing,2024-10-28
347841306,TOTAL BUILDER CORP.,NEW YORK,NY,10038,238990,,2024-10-25
347843492,JOHN CORTESE MASON CONTRACTORS INC,MORRISTOWN,NJ,07960,238140,Masonry,2024-10-25
347841926,SCHIAVONE CONSTRUCTION CO. LLC,MONMOUTH BEACH,NJ,07750,237310,Highway/Bridge,2024-10-25
347841009,ASF CONSTRUCTION EXCAVATION CORP,NEW ROCHELLE,NY,10801,236220,Commercial Bldg,2024-10-24
347862740,CAJINA LLC,MORRISTOWN,NJ,07960,238210,,2024-10-24
347837809,PEEKSKILL CITY WATER & SEWER DEPARTMENT,PEEKSKILL,NY,10566,237110,,2024-10-24
347839565,SEGMO HOME IMPROVEMENT LLC,MORRIS PLAINS,NJ,07950,238160,Roofing,2024-10-24
347837536,KDG CONTRACTOR CORPORATION,WOODCLIFF LAKE,NJ,07677,236118,,2024-10-24
347837643,NEWARK FIRE SPRINKLER CORP.,WOODCLIFF LAKE,NJ,07677,238220,,2024-10-24
347838286,PEEKSKILL CITY WATER & SEWER DEPARTMENT,PEEKSKILL,NY,10566,237110,,2024-10-24
347840316,MAGANA ROOFING & SIDING LLC,WHITE PLAINS,NY,10606,238160,Roofing,2024-10-24
347847600,AC RESTORATION LLC,MORRISTOWN,NJ,07960,238140,Masonry,2024-10-24
347840779,BIG ROSE CONSTRUCTION CORP,BROOKLYN,NY,11236,236118,,2024-10-24
347840191,PYRAMID HVAC LLC,WOODCLIFF LAKE,NJ,07677,238220,,2024-10-24
347840241,"BLUE WATER PLUMBING, HEATING AND FIRE PROTECTION",WOODCLIFF LAKE,NJ,07677,238220,,2024-10-24
347840274,W I G KITCHEN & BATH CORPORATION,PEEKSKILL,NY,10566,238160,Roofing,2024-10-24
347843500,"M & Y CONSTRUCTION SERVICES, LLC.",SCARSDALE,NY,10583,238160,Roofing,2024-10-24
347843534,"LIGHTNING CONSTRUCTION GROUP, LLC.",MOUNT KISCO,NY,10549,238170,,2024-10-24
347843971,OLYMPIA CITI CONSTRUCTION CORP.,STATEN ISLAND,NY,10301,238160,Roofing,2024-10-24
347843914,"PKF MARK III, INC.",EAST RUTHERFORD,NJ,07073,237310,Highway/Bridge,2024-10-23
347834251,"SWEENEY & CONROY, INC",NEW YORK,NY,10128,236118,,2024-10-23
347834301,AVA CARPENTRY INC.,NEW YORK,NY,10128,238350,,2024-10-23
347834491,"HI-TEC CONSTRUCTION, LLC",NEWARK,NJ,07112,238160,Roofing,2024-10-23
347835290,TOWNSHIP OF WALL DEPARTMENT OF PUBLIC WORKS,WALL TOWNSHIP,NJ,07719,237310,Highway/Bridge,2024-10-23
347837486,FIALLO IRON WORKS INC.,WOODCLIFF LAKE,NJ,07677,238190,,2024-10-23
347837510,RVN ENTERPRISES,WOODCLIFF LAKE,NJ,07677,236116,,2024-10-23
347837718,RICHMOND CONSTRUCTION INC.,BROOKLYN,NY,11226,238110,,2024-10-23
347840597,"IGJR CONSTRUCTION, INC.",YONKERS,NY,10701,238140,Masonry,2024-10-23
347841629,RJ HOSPITALITY GROUP LLC,BROOKLYN,NY,11215,236220,Commercial Bldg,2024-10-23
347843518,"DEBIF CONSTRUCTION, INC.",NEW ROCHELLE,NY,10805,238140,Masonry,2024-10-23
347836553,M&M PRECISION PLUMBING AND HEATING CORP,CARLE PLACE,NY,11514,238220,,2024-10-23
347836652,MCG CONSTRUCTION LLC,CARLE PLACE,NY,11514,236220,Commercial Bldg,2024-10-23
347831380,BOROUGH OF BELMAR,BELMAR,NJ,07719,237310,Highway/Bridge,2024-10-22
347833220,ASSUNCAO BROTHERS INC,LAKEWOOD,NJ,08701,237310,Highway/Bridge,2024-10-22
347833337,THE EARLE COMPANIES,LAKEWOOD,NJ,08701,237110,,2024-10-22
347856452,"MJ CARPENTRY SERVICE, LLC.",SCARSDALE,NY,10583,238130,Framing,2024-10-22
347858433,FASTANECO'S PAINTING,SCARSDALE,NY,10583,238130,Framing,2024-10-22
347831679,EM QUALITY HOME CONSTRUCTION INC,WESTHAMPTON,NY,11977,236115,,2024-10-22
347831075,SADIK CONSTRUCTION AND DEMOLITION INC.,BROOKLYN,NY,11207,238910,,2024-10-22
347831190,"YL-LAZO CONSTRUCTION, LLC",NEWARK,NJ,07112,238160,Roofing,2024-10-22
347841132,"FUENTES GENERAL CONSTRUCTION, LLC",BLOOMFIELD,NJ,07003,238110,,2024-10-21
347832768,JOE MAGGIO LLC,BLOOMFIELD,NJ,07003,238110,,2024-10-21
347833014,"PFISTER MAINTENANCE CORP., INC",KEARNY,NJ,07032,238160,Roofing,2024-10-21
347833121,"RJ ROOFING AND CONSTRUCTION, LLC",SPRING LAKE,NJ,07762,238160,Roofing,2024-10-21
347833162,GENERAL INVESTMENTS LLC,SPRING LAKE,NJ,07762,238160,Roofing,2024-10-21
347834467,ARTIMUS CONSTRUCTION INC,NEW YORK,NY,10027,236116,,2024-10-21
347834608,MEC GENERAL CONSTRUCTION CORP.,NEW YORK,NY,10027,238130,Framing,2024-10-21
347844565,ULTIMATE FRAMING,BLOOMFIELD,NJ,07003,238130,Framing,2024-10-21
347834681,"ANTHONY G. FERRY, INC.",NEW YORK,NY,10027,238210,,2024-10-21
347834731,RAMOS CARPENTRY & PAINTING LLC,SPRING LAKE,NJ,07762,238130,Framing,2024-10-21
347830200,VISION DESIGN BUILDERS LLC,GUTTENBERG,NJ,07093,236118,,2024-10-21
347829814,APEX PROPERTY GROUP,WEST CALDWELL,NJ,07006,236116,,2024-10-21
347829848,AMORA BUILDERS INC.,WEST CALDWELL,NJ,07006,238130,Framing,2024-10-21
347829863,APS CONTRACTING INC.,BRIDGEWATER,NJ,08807,236220,Commercial Bldg,2024-10-21
347829871,ADS CONSTRUCTION COMPANY,WEST CALDWELL,NJ,07006,238160,Roofing,2024-10-21
347829889,DIAMOND CONTRACTORS GROUP CORPORATION,WEST CALDWELL,NJ,07006,238130,Framing,2024-10-21
347829905,H&J BASTOS PLUMBING & HEATING LLC,WEST CALDWELL,NJ,07006,238220,,2024-10-21
347840100,FORWARD MECHANICAL CORP.,NEW YORK,NY,10027,238220,,2024-10-21
347840209,KLG CONTRACTING INC.,NEW YORK,NY,10027,238160,Roofing,2024-10-21
347840282,HAAS INCORPORATED,NEW YORK,NY,10027,238220,,2024-10-21
347828469,"PENN BOWER, INC.",BYRAM TOWNSHIP,NJ,07821,237120,,2024-10-21
347828600,"JOHN AND CHRIS CONSTRUCTION, INC.",MONTCLAIR,NJ,07042,238130,Framing,2024-10-21
347833808,KLEVER CONSTRUCTION LLC,WEST CALDWELL,NJ,07006,238110,,2024-10-21
347826901,"ELITE RESTORATION, INC.",YONKERS,NY,10708,238170,,2024-10-18
347827446,R & R CONSTRUCTION INC,UPPER SADDLE RIVER,NJ,07458,238910,,2024-10-18
347827487,VGRECO DRYWALL LLC COMPANY,UPPER SADDLE RIVER,NJ,07458,238310,,2024-10-18
347824906,DHA CONSTRUCTION CORP,UPPER SADDLE RIVER,NJ,07458,238130,Framing,2024-10-18
347825416,TOLL BROTHERS,UPPER SADDLE RIVER,NJ,07458,236115,,2024-10-18
347827537,GALLAGHER'S PLUMBING & HEATING,UPPER SADDLE RIVER,NJ,07458,238220,,2024-10-18
347830028,FLOW-RIGHT PLUMBING & HEATING CORP.,STATEN ISLAND,NY,10314,238220,,2024-10-18
347826877,"JARO DANC, LLC.",RYE,NY,10580,238160,Roofing,2024-10-18
347823064,DRM CONSTRUCTION CORP,HICKSVILLE,NY,11801,236115,,2024-10-17
347823726,J-GL IRONWORKS INC.,BROOKLYN,NY,11235,238190,,2024-10-17
347823809,"GOMEZ STUCCO, LLC.",TOMS RIVER,NJ,08753,238140,Masonry,2024-10-17
347823932,LINE CONSTRUCTION GROUP CORP.,BROOKLYN,NY,11235,236118,,2024-10-17
347823940,ZUMBAS BUILDERS INC.,BROOKLYN,NY,11222,238110,,2024-10-17
347823999,"MOON STAR CONSTRUCTION, LLC",TOMS RIVER,NJ,08753,236118,,2024-10-17
347827289,"MLH GENERAL CONTRACTORS, LLC",JERSEY CITY,NJ,07307,238130,Framing,2024-10-17
347823106,"FAST WRAP WINDOWS & DOORS, INC.",FORKED RIVER,NJ,08731,238130,Framing,2024-10-17
347823130,WALTERS GROUP,FORKED RIVER,NJ,08731,236220,Commercial Bldg,2024-10-17
347823171,HIGHLEVEL GROUP INC,BROOKLYN,NY,11230,238350,,2024-10-17
347823189,SHARMA AND SINGH HOME IMPROVEMENT INC,WESTBURY,NY,11590,236115,,2024-10-17
347824393,"MONETTI CUSTOM HOMES, LLC.",SEASIDE PARK,NJ,08752,236118,,2024-10-17
347824476,RAHIM KLAN,HICKSVILLE,NY,11801,236115,,2024-10-17
347824534,"TH SERVICES, LLC",BRICK,NJ,08723,238160,Roofing,2024-10-17
347823213,CUBE BUILDERS GROUP NY INC.,BROOKLYN,NY,11214,236118,,2024-10-17
347823338,PAIZ STUCCO INC,WESTBURY,NY,11590,238140,Masonry,2024-10-17
347823353,BRAZUKA CONSTRUCTION CORP.,SEASIDE PARK,NJ,08752,238170,,2024-10-17
347824732,"WALTER A. MILLER REMODELING SERVICES, INC.",BRICK,NJ,08723,236118,,2024-10-17
347825275,SWIFT CONSTRUCTION LLC,NEW YORK,NY,10012,238350,,2024-10-17
347821597,EMT MECHANICAL SERVICE 1 LLC,BROOKLYN,NY,11214,238220,,2024-10-17
347821753,NEW FINEST BUILDERS INC.,BROOKLYN,NY,11209,238170,,2024-10-17
347820631,EXCELLENT CONTRACTING CORP,NEW YORK,NY,10001,238140,Masonry,2024-10-17
347826844,SEGUNDO#1 CONSTRUCTION CORP.,YONKERS,NY,10705,238160,Roofing,2024-10-17
348092065,"DIAGNOAL ENTERPRISES, INC.",YONKERS,NY,10701,238160,Roofing,2024-10-16
347819773,ORTEGA'S CONSTRUCTION AND RENOVATION CORP,JERSEY CITY,NJ,07304,238170,,2024-10-16
347819898,NEW JERSEY CONSTRUCTION GROUP,JERSEY CITY,NJ,07304,236116,,2024-10-16
347829731,"CAMPBELL FIRE PROTECTION, INC.",PEEKSKILL,NY,10566,238220,,2024-10-16
347830119,"JLS MECHANICAL, LLC",PEEKSKILL,NY,10566,238220,,2024-10-16
347828758,"B & B POOL SERVICE CO., INC.",PEEKSKILL,NY,10566,238990,,2024-10-16
347926909,"POLACO CONSTRUCTION, INC.",YONKERS,NY,10704,238130,Framing,2024-10-16
347826976,J & S CONSTRUCTION,YONKERS,NY,10704,238160,Roofing,2024-10-15
347807976,TOWNSHIP OF WOODBRIDGE DPW-DIVISION OF SANITATION,KEASBEY,NJ,08832,237310,Highway/Bridge,2024-10-15
347840456,J. MOROCHO INC. GENERAL CONSTRUCTION,YONKERS,NY,10704,238160,Roofing,2024-10-15
347816548,HIGHLEVEL GROUP INC,BROOKLYN,NY,11230,238350,,2024-10-15
347844185,"MEHL ELECTRIC COMPANY, INC.",TOTOWA,NJ,07512,238210,,2024-10-14
347826950,E E CONSTRUCTION,YONKERS,NY,10703,238160,Roofing,2024-10-11
347811374,ALLIED COMFORT SERVICES LLC,BELLEVILLE,NJ,07109,238130,Framing,2024-10-11
347813206,LORDAE LLC.,LARCHMONT,NY,10538,238140,Masonry,2024-10-11
347815086,"STRUCTURE TONE, LLC",NEW YORK,NY,10005,236220,Commercial Bldg,2024-10-11
347814345,HUDSON WOODCRAFT CORP.,PEEKSKILL,NY,10566,238350,,2024-10-10
347814428,MOROCHO'S HOME IMPROVEMENT INC.,PEEKSKILL,NY,10566,238170,,2024-10-10
347808412,"TIRCON, LLC",CEDARHURST,NY,11516,236220,Commercial Bldg,2024-10-10
347808487,FREEDOM IRON WORKS,CEDARHURST,NY,11516,236220,Commercial Bldg,2024-10-10
347811218,HANDS ON CARPENTRY LLC D.B.A. ALL WEATHER ROOFING,SEA GIRT,NJ,08750,238160,Roofing,2024-10-10
347811267,BMG CONTRACTORS LLC,SEA GIRT,NJ,08750,238160,Roofing,2024-10-10
347811424,RSD CONSTRUCTION,OCEAN TWP,NJ,07723,238170,,2024-10-10
347811614,TOWN OF WESTFIELD DEPT. OF PUBLIC WORKS,WESTFIELD,NJ,07090,237310,Highway/Bridge,2024-10-10
347815235,AMALGAMATED CONSTRUCTION LTD.,PEEKSKILL,NY,10566,236220,Commercial Bldg,2024-10-10
347808651,GOTHAM DRYWALL INC.,NEW YORK,NY,10035,238310,,2024-10-10
347808719,KING CONTRACTING GROUP NY INC,NEW YORK,NY,10035,238140,Masonry,2024-10-10
347808750,PINNACLE ELECTRIC CORP.,NEW YORK,NY,10035,238210,,2024-10-10
347808776,BLETSAS PLUMBING & HEATING CORP.,NEW YORK,NY,10035,238220,,2024-10-10
347808792,METRO CITY CONSTRUCTION GROUP INC.,NEW YORK,NY,10027,236116,,2024-10-10
347808891,ABRACADABRA PAINTING,NEW YORK,NY,10035,238320,,2024-10-10
347808941,NEW ROCK MARBLE INC.,NEW YORK,NY,10035,238340,,2024-10-10
347809030,BACKYARD BRO'S LLC,OLD BRIDGE,NJ,08857,238140,Masonry,2024-10-10
347809162,AIR GREEN SERVICES CORP.,LITTLE NECK,NY,11362,238210,,2024-10-10
347810541,MN GENERAL LANDSCAPING CORP,SLEEPY HOLLOW,NY,10591,238130,Framing,2024-10-10
347815540,"SABANOS & SON, LLC",GARRISON,NY,10524,238160,Roofing,2024-10-10
347810376,"M&D ROOFING, LLC",CHAPPAQUA,NY,10514,238160,Roofing,2024-10-09
347947145,JCS CONSTRUCTION & LANDSCAPING,UNION,NJ,07083,236220,Commercial Bldg,2024-10-09
347825044,D'NICK HOME IMPROVEMENT LLC,OSSINING,NY,10562,238160,Roofing,2024-10-09
347811028,ORANTES & SABA CONSTRUCTION LLC,NORTH BRUNSWICK,NJ,08902,236220,Commercial Bldg,2024-10-09
347812182,MNK ENTERPRISES LLC,NEW YORK,NY,10027,238990,,2024-10-09
347805582,PRECISION PROPERTIES LLC,CLARK,NJ,07066,236220,Commercial Bldg,2024-10-09
347806705,HOME IMPROVEMENT TRIM AND SIDING LLC,BELMAR,NJ,07719,238170,,2024-10-09
347806721,"A.J.V. CONSTRUCTION, LLC.",LAKE COMO,NJ,07719,238160,Roofing,2024-10-09
347806770,"TEICH CUSTOM BUILDERS, LLC.",SPRING LAKE,NJ,07762,236115,,2024-10-09
347806812,NEWPORT CONSTRUCTION CORPORATION,MANAHAWKIN,NJ,08050,236220,Commercial Bldg,2024-10-09
347806820,PATRIOT ROOFING INC.,MANAHAWKIN,NJ,08050,238160,Roofing,2024-10-09
347807026,CREATIVE CONTRACTOR LLC,SEASIDE HEIGHTS,NJ,08751,238130,Framing,2024-10-09
347804874,FANWOOD BOROUGH DPW,FANWOOD,NJ,07023,237310,Highway/Bridge,2024-10-08
347802605,TISEO CONSTRUCTION INC,COLONIA,NJ,07067,236117,,2024-10-08
347800989,UMC WEST CONSTRUCTION & LANDSCAPING,PEEKSKILL,NY,10566,238160,Roofing,2024-10-07
347800997,HEIDER ALVES POSSIDONIO JR.,MANTOLOKING,NJ,08738,236115,,2024-10-07
347801011,R. POPOVITCH BUILDERS INC.,MANTOLOKING,NJ,08738,238130,Framing,2024-10-07
347801466,APLUS GC CORP.,MANTOLOKING,NJ,08738,238160,Roofing,2024-10-07
347863201,NJ ROOFING & SIDING LLC,LAKEWOOD,NJ,08701,238160,Roofing,2024-10-07
347813560,"JC QUALITY STUCCO, INC.",YONKERS,NY,10704,238140,Masonry,2024-10-07
347800377,GREG JOHN HEATING AND COOLING CORPORATION,CLIFTON,NJ,07013,238220,,2024-10-07
347800393,AMERICAN MECHANICAL PLUMBING AND HEATING,CLIFTON,NJ,07013,238220,,2024-10-07
347800559,SPRING HOME IMPORVEMENT,CLIFTON,NJ,07013,238160,Roofing,2024-10-07
347800757,GM CONSTRUCTION CORP LLC,SEASIDE PARK,NJ,08752,236115,,2024-10-07
347800831,ROBERT J. FRITZ CONSTRUCTION LLC,SEASIDE PARK,NJ,08752,236115,,2024-10-07
347800948,J & D CEDAR & COPPERSMITHS LLC,MANTOLOKING,NJ,08738,238160,Roofing,2024-10-07
347801706,FISCHER ROOFING LLC,LAKEWOOD,NJ,08701,238160,Roofing,2024-10-07
347801946,BARON BUILDERS LLC,LAKEWOOD,NJ,08701,236117,,2024-10-07
347812109,COUNTY OF UNION DEPARTMENT OF PUBLIC WORKS,SCOTCH PLAINS,NJ,07076,237310,Highway/Bridge,2024-10-07
347813180,"SOLUTIONS CONSTRUCTIONS, LLC",YONKERS,NY,10704,238170,,2024-10-06
347798324,"K.S. KONOPKA, LLC",NEWARK,NJ,07104,238140,Masonry,2024-10-05
347798662,"J&M HOME MAINTENANCE, CORP.",YONKERS,NY,10704,238140,Masonry,2024-10-05
347798357,YOUR HOME CONTRACTING LLC.,PELHAM,NY,10803,238160,Roofing,2024-10-04
347798415,"MAND RESTORATION, CORP",RYE,NY,10580,236220,Commercial Bldg,2024-10-04
347794760,"FERREIRA'S CARPENTRY & REMODELING, LLC.",SCARSDALE,NY,10583,238130,Framing,2024-10-03
347798381,"JJK CONSTRUCTIONS, LLC.",SCARSDALE,NY,10583,238160,Roofing,2024-10-03
347791725,EXXON DEVELOPMENT CORPORATION,ASBURY PARK,NJ,07712,238130,Framing,2024-10-03
347795429,"G. C. GENERAL CONSTRUCTION, LLC.",LINDEN,NJ,07036,238130,Framing,2024-10-03
347792293,BOROUGH OF INTERLAKEN DEPARTMENT OF PUBLIC WORKS,INTERLAKEN,NJ,07712,237310,Highway/Bridge,2024-10-03
347795742,"JM GROUP CONTRACTORS, INC.",ELIZABETH,NJ,07202,238160,Roofing,2024-10-03
347792962,"JD HOMES, LLC.",LINDEN,NJ,07036,236116,,2024-10-03
347793184,EAST COAST FRAMERS INC.,MONSEY,NY,10952,238130,Framing,2024-10-03
347794752,"RIVERTOWN NY HOME IMPROVEMENT, INC.",SCARSDALE,NY,10583,238160,Roofing,2024-10-02
347794828,"NY CONSTRUCTION 1, INC.",YONKERS,NY,10704,238140,Masonry,2024-10-02
347789117,ASF CONSTRUCTION & EXCAVATION CORP,LONG ISLAND CITY,NY,11102,238110,,2024-10-02
347791568,SOCO CONSTRUCTION COMPANY,ASBURY PARK,NJ,07712,236220,Commercial Bldg,2024-10-02
347791659,"NOMAD FRAMING, LLC.",ASBURY PARK,NJ,07712,238130,Framing,2024-10-02
347795445,"ROCKET INSULATION, LLC",SHELTER ISLAND,NY,11964,238990,,2024-10-02
347789240,"BE BRONX BUILDERS, LLC",LONG ISLAND CITY,NY,11102,236116,,2024-10-02
347792590,"NATIVE BUILDERS GROUP -, BROOKLYN NY 11231",SPRINGFIELD,NJ,07081,236116,,2024-10-02
347791006,JEK.J CONSTRUCTION LLC,MANALAPAN,NJ,07726,238130,Framing,2024-10-02
347792699,GENA & SONS CORP.,SPRINGFIELD,NJ,07081,238140,Masonry,2024-10-02
347792822,WATERPROOF PROPERTIES II LLC ( ACM FABRICATION) ),SPRINGFIELD,NJ,07081,238390,,2024-10-02
347796880,"ATKKA, INC.",JERSEY CITY,NJ,07307,238910,,2024-10-02
347787822,MARCH ASSOCIATES CONSTRUCTION INC,FLEMINGTON,NJ,08822,236220,Commercial Bldg,2024-10-01
347787103,CONCRETE SYSTEMS INC.,FLEMINGTON,NJ,08822,238110,,2024-10-01
347813198,"HOME MAINTENANCE, INC",PORT CHESTER,NY,10573,238160,Roofing,2024-10-01
