activity_nr,citation_id,standard,viol_type,issuance_date,current_penalty,initial_penalty
347862674,01001A,19260062 C02,S,2025-05-01,4000,8276
347862674,01001B,19260062 E01,O,2025-05-01,0,0
347862674,01001C,19260062 E02 II A,O,2025-05-01,0,0
347862674,01001D,19260062 E02 III,S,2025-05-01,0,0
347862674,01001E,19260062 E03,S,2025-05-01,0,0
347862674,01002,19260062 H01,O,2025-05-01,0,8276
347862674,01003,19101018 C,S,2025-05-01,4000,8276
347862674,01004,19101018 P02 I,O,2025-05-01,0,6620
347862674,02001,19100134 L01,O,2025-05-01,0,0
347857088,01001,19260501 B13,S,2025-03-07,4965,4965
347857237,01001A,19100134 C02 I,S,2025-04-07,3500,4965
347857237,01001B,19100134 C02 II,S,2025-04-07,0,0
347857237,02001,19261153 I01,O,2025-04-07,0,0
347857369,01001,19260452 W06 I,S,2025-04-14,9268,11585
347857757,01001,19260451 G01,S,2025-03-19,3641,7282
347856148,01001,19260451 G01,S,2025-04-16,4965,4965
348054164,01001,19100178 L01 I,S,2025-02-24,4256,4256
348054164,01002,19260451 G01,S,2025-02-24,4965,4965
348054164,02001,19260503 A02,R,2025-02-24,5674,5674
347869687,01001,19260102 A01,S,2025-01-06,4148,4148
347869687,02001,19260501 B13,R,2025-01-06,9679,9679
347855579,01001,19260501 B01,S,2025-04-07,2000,3547
347855579,01002,19261053 B01,S,2025-04-07,2000,3547
347869109,01001,19100178 L01 I,S,2025-02-24,2837,2837
347869109,01002,19260451 G01,S,2025-02-24,4965,4965
347869109,01003,19260503 A02,S,2025-02-24,2837,2837
347855611,01001,19260100 A,S,2025-04-09,1500,2837
347855611,01002,19260102 A01,S,2025-04-09,1500,2837
347855611,01003,19260501 B13,S,2025-04-09,2100,3783
347855611,01004,19261053 B01,S,2025-04-09,2100,3783
347856031,01001,19260453 B02 V,S,2025-04-09,2850,4256
347856031,01002,19260453 B02 VIII,S,2025-04-09,1900,2837
347852196,01001,19260453 B02 V,S,2024-12-16,0,8873
347856999,01001,19260102 A01,S,2025-04-09,1891,2837
347856999,01002,19260501 B13,S,2025-04-09,3309,4965
347889370,01001,19260501 B13,S,2024-12-11,4839,4839
347889370,01002,19261053 B01,S,2024-12-11,4839,4839
347852782,01001A,19100134 E01,S,2025-04-28,4965,4965
347852782,01001B,19100134 F02,S,2025-04-28,0,0
347852782,01001C,19100134 K01,S,2025-04-28,0,0
347852782,01002A,19101052 C01,S,2025-04-28,4965,4965
347852782,01002B,19101052 C02,S,2025-04-28,0,0
347852782,01003A,19101052 G02 I,S,2025-04-28,4965,4965
347852782,01003B,19101052 G03 I,S,2025-04-28,0,0
347852782,01004,19101052 H01,S,2025-04-28,4965,4965
347852782,01005A,19101200 E01,S,2025-04-28,4965,4965
347852782,01005B,19101200 G08,S,2025-04-28,0,0
347852782,01005C,19101200 H01,S,2025-04-28,0,0
347852782,02001,19101052 D02,W,2025-04-28,165514,165514
347852782,03001,19040039 A01,O,2025-04-28,3547,3547
347850869,01001,19100037 B02,S,2024-11-07,4200,4200
347850869,01002,19100132 D02,S,2024-11-07,4900,4900
347850869,01003,19100147 C01,S,2024-11-07,4900,4900
347850869,01004,19100157 E02,S,2024-11-07,3500,3500
347850869,01005,19100157 G01,S,2024-11-07,4200,4200
347850869,01006,19100215 A04,S,2024-11-07,2800,2800
347850869,01007,19100303 G01,S,2024-11-07,4200,4200
347850869,01008,19101200 E01,S,2024-11-07,4900,4900
347850869,01009,N.J.A.C. 12:100-7.3(A),S,2024-11-07,4900,4900
347850869,01010,N.J.S.A. 34:6A-33(A),S,2024-11-07,4900,4900
347855827,01001,19260501 B13,S,2024-12-16,4839,4839
347849994,01001,19260021 B02,S,2025-04-28,14895,14895
347849994,01002,19260200 G01,S,2025-04-28,14895,14895
347849994,01003,19260200 G02,S,2025-04-28,14895,14895
347849994,01004,19260201 A,S,2025-04-28,14895,14895
347849143,01001,19260501 B13,S,2024-11-21,2903,4839
347849143,01002,19261051 A,S,2024-11-21,2903,4839
347850422,01001,19100146 C08 IV,O,2025-04-25,10404,13005
347845984,01001,19260453 B02 IV,S,2024-11-12,3205,5323
347845984,01002,19261053 B13,S,2024-11-12,1375,2281
347845984,02001,19260501 B13,R,2024-11-12,6420,10646
347841306,01001,19260403 B01,S,2025-03-13,2837,2837
347841306,01002,19260405 B02,S,2025-03-13,2837,2837
347841306,01003,19260405 D,S,2025-03-13,4965,4965
347841306,01004,19260405 G02 III,S,2025-03-13,2837,2837
347841306,01005,19260501 B01,S,2025-03-13,4965,4965
347841306,01006,19261052 C01,S,2025-03-13,4965,4965
347843492,01001,19260102 A01,S,2025-04-01,2080,3783
347843492,01002,19260451 G04 II,S,2025-04-01,3641,6620
347843492,01003,19260501 B01,S,2025-04-01,3641,6620
347843492,01004,19261053 B01,S,2025-04-01,3641,6620
347841009,01001A,19100134 C,S,2025-02-07,2500,3783
347841009,01001B,19100134 E01,S,2025-02-07,0,0
347841009,01001C,19100134 F01,S,2025-02-07,0,0
347841009,01001D,19100134 K,S,2025-02-07,0,0
347862740,01001,19260453 B02 IV,S,2025-02-07,0,4256
347862740,01002,19260453 B02 V,S,2025-02-07,0,4965
347839565,01001,19260100 A,S,2025-02-12,1845,2837
347839565,01002,19260102 A01,S,2025-02-12,1845,2837
347839565,01003,19260501 B13,S,2025-02-12,3227,4965
347839565,01004,19261053 B01,S,2025-02-12,2305,3547
347840316,01001,19260102 A01,S,2024-11-21,1250,2074
347840316,01002,19260501 B13,S,2024-11-21,2918,4839
347840316,01003,19261053 B01,S,2024-11-21,2082,3457
347847600,01001,19260451 D05 III,O,2025-02-07,3972,4965
347847600,01002,19260451 G03 I,S,2025-02-07,3972,4965
347840274,01001,19260501 B13,S,2024-11-21,2600,3457
347843500,01001,19260501 B13,S,2025-04-14,4965,4965
347843500,01002,19261053 B01,S,2025-04-14,3547,3547
347843534,01002,19260453 B02 V,S,2024-11-07,2000,2765
347843971,01001,19260501 B13,S,2024-11-27,2800,4355
347843914,01001,19260603 C02,S,2025-04-11,11585,11585
347834491,01001,19260501 B13,S,2025-03-05,4965,4965
347835290,01001,19100022 A01,S,2024-11-20,2800,2800
347835290,01002,19100147 C04 II,S,2024-11-20,2800,2800
347835290,01003,19100147 C06 II,S,2024-11-20,2800,2800
347835290,01004,19100176 B,S,2024-11-20,2800,2800
347835290,01005,19100178 L04 III,S,2024-11-20,2800,2800
347835290,01006,19100242 B,S,2024-11-20,2800,2800
347835290,01007A,19100304 F01 V,S,2024-11-20,0,0
347835290,01007B,19100305 B02 I,S,2024-11-20,0,0
347835290,01007C,19100305 C04,S,2024-11-20,0,0
347835290,01008,N.J.A.C. 12:100-7.3(A),S,2024-11-20,2800,2800
347835290,01009,N.J.S.A. 34:6A-33(A),S,2024-11-20,2800,2800
347840597,01001,19260451 G01,S,2024-11-22,3457,3457
347843518,01001,19260451 E01,S,2025-04-18,4729,4729
347843518,01002,19260451 G01,S,2025-04-18,6620,6620
347831380,01001,19100028 B11 I,S,2024-11-01,4200,4200
347831380,01002,19100036 G02,S,2024-11-01,4900,4900
347831380,01003,19100037 A03,S,2024-11-01,2800,2800
347831380,01004,19100037 B02,S,2024-11-01,2800,2800
347831380,01005,19100037 B05,S,2024-11-01,2800,2800
347831380,01006,19100145 D02,S,2024-11-01,4200,4200
347831380,01007,19100179 B05,S,2024-11-01,3500,3500
347831380,01008,19100212 A03 II,S,2024-11-01,4200,4200
347831380,01009,19100212 B,S,2024-11-01,4200,4200
347831380,01010,19100215 A04,S,2024-11-01,4200,4200
347831380,01011,19100244 A01 II,S,2024-11-01,4900,4900
347831380,01012,N.J.S.A. 34:6A-33(A),S,2024-11-01,4900,4900
347831380,01013,N.J.S.A. 34:6A-33(A),S,2024-11-01,4900,4900
347831380,01014,N.J.S.A. 34:6A-33(A),S,2024-11-01,4200,4200
347831380,01015,N.J.S.A. 34:6A-33(A),S,2024-11-01,4900,4900
347831380,02001,19040029 A,O,2024-11-01,700,700
347831380,02002,19040029 A,O,2024-11-01,700,700
347831380,02003,19040029 A,O,2024-11-01,700,700
347831380,02004,19100037 B06,O,2024-11-01,700,700
347831380,02005,19100157 C01,O,2024-11-01,700,700
347833220,01001,19260021 B02,S,2025-03-11,0,3547
347856452,01001,19260102 A01,S,2024-11-07,2205,3457
347856452,01002,19260501 B13,S,2024-11-07,3090,4839
347856452,01003,19261053 B13,S,2024-11-07,2205,3457
347858433,01001,19260501 B13,S,2025-04-16,4965,4965
347858433,01002,19261053 B01,S,2025-04-16,3547,3547
347831679,01001,19260501 B13,S,2025-04-07,3547,3547
347831679,01002,19260503 A01,S,2025-04-07,3547,3547
347831679,02001,19030019 C01,O,2026-02-27,398,398
347831190,01001A,19261053 B15,S,2025-03-10,1500,4965
347831190,01001B,19261053 B16,S,2025-03-10,0,0
347831190,01002,19260452 J02,S,2025-03-10,1500,3547
347841132,01001,19260501 B13,S,2024-11-12,4839,4839
347833014,01001,19260503 B01,O,2024-12-05,466,466
347833121,01001,19260501 B13,W,2025-03-04,14940,33103
347833162,01001,19260501 B13,S,2025-02-10,4965,4965
347844565,01001,19260020 B02,S,2024-11-19,1000,4839
347834731,01001,19260501 B13,S,2025-02-10,2866,4965
347834731,01002,19260503 A02,S,2025-02-10,1434,2128
347829889,01001,19260501 B13,S,2024-11-12,4839,4839
347840209,01001,19260416 E01,S,2025-03-20,8276,8276
347828600,01001,19260501 B13,S,2025-01-17,2731,4965
347833808,01001,19260501 B13,S,2024-11-12,3387,4839
347826901,01001,19260501 B13,S,2025-04-04,1805,3547
347826901,01002,19261053 B04,O,2025-04-04,1445,2837
347824906,01001,19260501 B13,S,2024-11-12,0,4839
347826877,01001,19261053 B01,S,2024-12-02,2000,3042
347826877,02001,19260501 B13,R,2024-12-02,6280,9126
347823809,01001,19260451 B01,S,2024-12-31,2450,4839
347823809,01002,19260451 F06,S,2024-12-31,1940,3457
347823809,01003,19260451 G01 VII,S,2024-12-31,2450,4839
347823999,01001,19260651 J02,S,2024-12-31,2765,2765
347827289,01001,19260501 B13,S,2024-11-25,4839,4839
347827289,01002,19261053 B13,S,2024-11-25,4839,4839
347827289,01003,19261060 A,S,2024-11-25,4148,4148
347823106,01001,19260501 B11,S,2024-11-07,0,7098
347823106,01002,19261053 B01,S,2024-11-07,0,7098
347823106,01003,19261053 B16,S,2024-11-07,0,7098
347824476,01001,19260100 A,S,2025-03-27,2837,2837
347824476,01002,19260102 A01,S,2025-03-27,2837,2837
347824476,01003A,19261053 B13,S,2025-03-27,2837,2837
347824476,01003B,19261053 B20,S,2025-03-27,0,0
347824534,01001,19261060 A,S,2025-02-10,4965,4965
347823338,01001,19260451 G01 V,S,2025-04-03,3547,3547
347823338,01002A,19260451 G01 VII,S,2025-04-03,3547,3547
347823338,01002B,19260454 A,S,2025-04-03,0,0
347823338,01003,19261053 B04,S,2025-04-03,3547,3547
347823338,02001,19030019 C01,O,2025-09-18,398,398
347823353,01001,19260451 G04 I,S,2024-11-07,2500,4839
347826844,01001,5A0001,S,2025-04-04,4965,4965
347826844,01002,19260100 A,S,2025-04-04,2128,2128
347826844,01003,19260102 A01,S,2025-04-04,2837,2837
347826844,01004,19260501 B13,S,2025-04-04,4965,4965
348092065,01001,19260100 A,S,2025-03-13,2128,2128
348092065,01002,19260102 A01,S,2025-03-13,2837,2837
348092065,01003,19260501 B13,S,2025-03-13,4965,4965
348092065,01004,19261053 B01,S,2025-03-13,2837,2837
347819773,01001,19260501 B13,S,2024-12-12,6452,6452
347819773,02001,19260503 B01,O,2024-12-12,518,518
347819773,02002,19261060 A,O,2024-12-12,518,518
347829731,01001,19261053 B13,S,2024-10-24,3085,4113
347828758,01001A,19260404 F06,S,2024-10-28,4113,4113
347828758,01001B,19260405 G02 IV,S,2024-10-28,0,0
347828758,01001C,19260416 E01,S,2024-10-28,0,0
347926909,01001,19260100 A,S,2024-12-13,2765,2765
347926909,01002,19260102 A01,S,2024-12-13,5531,5531
347926909,01003,19260501 B13,S,2024-12-13,6452,6452
347826976,01001,19260451 G01,S,2025-02-27,4729,4729
347840456,01001,19260102 A01,S,2025-03-13,2128,2128
347840456,01002,19260501 B13,S,2025-03-13,4965,4965
347840456,01003,19261053 B01,S,2025-03-13,3547,3547
347826950,01001,19260501 B13,S,2025-02-07,4256,4256
347826950,01002,19261053 B01,S,2025-02-07,2837,2837
347813206,01001,19260451 G01,S,2024-11-22,1714,2765
347813206,01002,19261051 A,S,2024-11-22,1286,2074
347814345,01001,19260501 B01,S,2024-10-28,3400,4839
347814428,01001,19260453 B02 V,S,2024-10-28,3000,5323
347811218,01001,19260501 B13,S,2025-01-14,4839,4839
347811267,01001,19260501 B13,S,2025-01-14,2900,4839
347811424,01001,19260501 B13,S,2025-02-10,4965,4965
347811424,01002,19261053 B04,S,2025-02-10,4965,4965
347808792,01001,19260300 B01,S,2025-04-01,6695,9931
347808792,01002,19260403 B02,S,2025-04-01,4435,6620
347808792,01003,19260404 F06,S,2025-04-01,4435,6620
347808792,01004,19260405 G02 III,S,2025-04-01,4435,6620
347809162,01001,19260416 A01,S,2025-02-14,3783,3783
347810541,01001,19260100 A,S,2024-10-24,3294,4839
347810541,01002,19260102 A01,S,2024-10-24,2824,4148
347810541,01003A,19260501 B13,S,2024-10-24,3294,4839
347810541,01003B,19260503 A02,S,2024-10-24,0,0
347810541,01004,19261052 C01 I,S,2024-10-24,3294,4839
347810541,01005A,19261053 B13,S,2024-10-24,3294,4839
347810541,01005B,19261060 A01 III,S,2024-10-24,0,0
347815540,01001,19260501 B13,S,2024-12-19,3457,3457
347815540,01002,19261053 B01,S,2024-12-19,4839,4839
347815540,01003,19261053 B15,S,2024-12-19,2765,2765
347810376,01001,19260102 A01,S,2025-02-27,1440,2128
347810376,01002,19260501 B13,S,2025-02-27,3360,4965
347810376,01003,19261053 B01,S,2025-02-27,2400,3547
347947145,01001,19260451 B01,S,2025-04-03,4256,4256
347947145,01002,19260451 G01,S,2025-04-03,4256,4256
347947145,01003,19260501 B13,S,2025-04-03,4256,4256
347825044,01001,19260501 B13,S,2024-12-13,3600,4839
347825044,01002,19260503 A02,S,2024-12-13,3600,4839
347825044,01003,19261053 B01,S,2024-12-13,3600,4839
347811028,01001,19260451 B01,S,2025-04-03,1704,2837
347811028,01002,19260451 G01,S,2025-04-03,2544,4256
347811028,01003,19260501 B13,S,2025-04-03,2544,4256
347806705,01001,19260451 G04 I,S,2024-11-07,2448,4839
347806721,01001,19260501 B13,S,2024-11-07,2880,4839
347806770,01001,19260501 B13,S,2024-11-07,2700,4839
347806820,01001,19260453 B02 V,S,2025-03-07,3000,4729
347806820,02001,19260501 B11,S,2025-03-07,49000,66206
347800989,01001,19260501 B01,S,2024-11-12,3500,4839
347800989,01002,19260501 B10,S,2024-11-12,3500,4839
347800989,01003A,19260503 A01,S,2024-11-12,3500,4839
347800989,01003B,19261060 A,S,2024-11-12,0,0
347800989,01004,19261053 B01,S,2024-11-12,2500,3457
347800989,01005,19261053 B16,S,2024-11-12,1500,2074
347800997,01001,19260501 B13,S,2025-02-10,3100,4965
347801466,01001,19260501 B13,S,2024-11-04,4839,4839
347863201,01001,19260501 B13,S,2024-11-18,2420,4839
347863201,01002,19261053 B01,S,2024-11-18,2419,4839
347813560,01001,19260100 A,S,2024-12-13,1650,2765
347813560,01002,19260102 A01,S,2024-12-13,2200,3687
347813560,01003,19260451 B01,S,2024-12-13,2750,4610
347813560,01004,19260451 E01,S,2024-12-13,2200,3687
347800757,01001,19260501 B13,S,2025-02-18,4965,4965
347813180,01001,19260451 G01,S,2025-02-19,3547,3547
347813180,01002,19261053 B01,S,2025-02-19,3547,3547
347798324,01001,5A0001,S,2025-03-28,2500,4965
347798324,01002A,19101200 E01,S,2025-03-28,1000,2128
347798324,01002B,19101200 G08,S,2025-03-28,0,0
347798324,01002C,19101200 H01,S,2025-03-28,0,0
347798662,01001,19260501 B13,S,2024-12-30,0,4839
347798662,01002,19261053 B01,S,2024-12-30,0,3457
347798357,01001,19260025 A,S,2025-02-27,0,2837
347798357,01002,19260100 A,S,2025-02-27,1733,3783
347798357,01003,19260102 A01,S,2025-02-27,1733,3783
347798357,01004,19260501 B13,S,2025-02-27,3034,6620
347798415,01001,19260451 B01,S,2025-02-11,4965,4965
347798415,01002,19260451 E01,S,2025-02-11,3547,3547
347794760,01001,19260501 B13,S,2025-02-19,3500,4965
347794760,01002,19261053 B13,S,2025-02-19,2500,3547
347798381,01001,19260451 C03,S,2024-10-24,2074,2074
347798381,01002,19260451 G01,S,2024-10-24,2765,2765
347798381,01003,19260501 B13,S,2024-10-24,4148,4148
347791725,01001,5A0001,S,2025-01-14,7098,7098
347795429,01001,19260501 B13,S,2024-11-27,3145,4839
347795429,01002,19260503 A01,S,2024-11-27,2696,4148
347792293,01001,19100147 C06 I,S,2024-10-16,600,600
347792293,01002,19100157 G01,S,2024-10-16,600,600
347792293,01003,19100304 B04,S,2024-10-16,600,600
347792293,01004,19100334 A02 I,S,2024-10-16,600,600
347792293,01005,N.J.S.A. 34:6A-33(A),S,2024-10-16,600,600
347792293,02001,19100132 D02,O,2024-10-16,150,150
347795742,01001,19260502 D,S,2025-01-10,2500,4148
347795742,02001,19260501 B13,R,2025-01-10,15250,24197
347795742,03001,19260503 B01,O,2025-01-10,250,388
347792962,01001,19260501 B13,S,2024-11-27,3145,4839
347794752,01001,19260501 B13,S,2025-02-27,3547,3547
347794828,01001,19260451 G01,S,2024-10-18,4839,4839
347789117,01001,19260652 A01,S,2025-03-18,11585,11585
347789117,01002,19260701 B,S,2025-03-18,11585,11585
347791659,01001,5A0001,S,2025-01-14,0,11292
347791659,02001,19040039 A02,O,2025-01-14,8067,8067
347795445,01001,19260451 B04,S,2025-03-17,4729,4729
347795445,01002,19261053 B01,S,2025-03-17,4729,4729
347791006,01001,19260501 B13,W,2025-01-08,16200,32265
347796880,01001,19261052 C01 I,S,2025-03-18,2600,4965
347813198,01001,19260102 A01,S,2024-11-21,1550,2074
347813198,01002,19260501 B13,S,2024-11-21,3630,4839
347813198,01003,19261053 B01,S,2024-11-21,2596,3457
347795569,01001,19260021 B02,O,2025-02-18,9000,10641
347786543,01001,19260451 B03,S,2025-02-24,0,6620
347786543,01002,19260451 G01,S,2025-02-24,3000,6620
347790917,01001,19260100 A,S,2024-10-18,1498,2765
347790917,01002,19260451 E01,S,2024-10-18,1874,3457
347790917,01003,19260451 G01,S,2024-10-18,2628,4839
347783946,01001,19100146 C02,S,2024-10-11,4900,4900
347783946,01002,19100147 C06 II,S,2024-10-11,4200,4200
347783946,01003,19100176 B,S,2024-10-11,2100,2100
347783946,01004,19100176 C,S,2024-10-11,3500,3500
347783946,01005,19100244 A01 II,S,2024-10-11,4900,4900
347783946,01006,19100253 A01,S,2024-10-11,3500,3500
347783946,01007,N.J.S.A. 34:6A-33(A),S,2024-10-11,4900,4900
347783946,01008,N.J.S.A. 34:6A-33(A),S,2024-10-11,4200,4200
347783946,02001,19040029 A,O,2024-10-11,700,700
347783946,02002,19040029 A,O,2024-10-11,700,700
347783946,02003,19040029 A,O,2024-10-11,700,700
347783185,01001,19260501 B15,S,2025-03-18,4965,4965
347783185,01002,19260503 A01,S,2025-03-18,4965,4965
347783185,01003A,19260050 B,S,2025-03-18,4965,4965
347783185,01003B,19260050 F02 I,S,2025-03-18,0,0
347783185,02001,19040039 A02,O,2025-03-18,3547,3547
347779449,01001,19260028 A,S,2024-10-11,0,4839
347779449,01002,19260501 B13,S,2024-10-11,4839,4839
347779472,01001,19260501 B13,S,2024-10-11,1815,4839
347779480,01001,19260501 B13,S,2024-11-12,4839,4839
347778763,01001,19100134 C02 I,S,2025-01-17,1986,2837
347778763,01002,19260021 B02,S,2025-01-17,2581,3687
347778763,01003A,19260062 D02 I,S,2025-01-17,3973,5675
347778763,01003B,19260062 D02 V,S,2025-01-17,0,0
347785073,01001,19260501 B13,S,2024-11-22,3750,5323
347781429,01001,19260501 B13,S,2025-02-12,4965,4965
347775496,01001,19100028 B01 I,S,2024-10-04,4500,4500
347775496,01002,19100157 G01,S,2024-10-04,3600,3600
347775496,01003A,19100215 A04,S,2024-10-04,3600,3600
347775496,01003B,19100215 B09,S,2024-10-04,0,0
347775496,01004,19100303 B07 IV,S,2024-10-04,3600,3600
347775496,01005,19100303 F02,S,2024-10-04,3600,3600
347775496,01006,N.J.S.A. 34:6A-33(A),S,2024-10-04,5400,5400
347775496,02001,19100147 C06 I,O,2024-10-04,900,900
347775496,02002,19100157 E03,O,2024-10-04,900,900
347776262,01001,19260501 B14,S,2025-03-17,4965,4965
347772766,01001,19260452 J03,S,2024-10-28,2500,4839
347772766,01002,19261053 B01,S,2024-10-28,2500,4839
347769150,01001,19260501 B10,S,2024-11-25,0,4839
347769150,01002,19260502 F01,S,2024-11-25,2903,4839
347769150,02001,19260503 B01,O,2024-11-25,233,388
347770364,01001,19260501 B13,S,2024-09-30,3250,5323
347770364,01002,19260503 C03,S,2024-09-30,3250,5323
347763005,01001,19260102 A01,S,2024-10-01,4839,4839
347763005,01002,19260501 B13,S,2024-10-01,4839,4839
347763005,01003,19261053 B16,S,2024-10-01,4839,4839
347760670,01001,19260451 F15,S,2025-03-05,3227,4965
347756132,01001,19260025 A,O,2024-11-25,5000,6453
347767931,01001,19260025 A,S,2024-09-25,3457,3457
347767931,01002,19260100 A,S,2024-09-25,2074,2074
347767931,01003,19260501 B13,S,2024-09-25,4839,4839
347767931,01004,19261053 B01,S,2024-09-25,2074,2074
347755092,01001,19260102 A01,S,2025-02-14,1828,2837
347755092,02001,19260501 B13,R,2025-02-14,14172,24825
347757585,01001,19260102 A01,S,2024-09-26,1273,2074
347757585,01002,19260501 B13,S,2024-09-26,2903,4839
347757585,01003,19261053 B01,S,2024-09-26,2074,3457
347749897,01001,19260501 B13,S,2024-12-30,6452,6452
347746570,01001A,19260451 G01 VII,S,2025-01-14,2100,3457
347746570,01001B,19260454 A,S,2025-01-14,0,0
347746570,01002A,19261053 B01,S,2025-01-14,2100,3457
347746570,01002B,19261060 A,S,2025-01-14,0,0
347748337,01001,19260451 E01,S,2025-01-06,4839,4839
347748337,02001,19260454 A,O,2025-01-06,388,388
347748469,01001,19260100 A,O,2025-01-07,6450,6453
347748469,01002,19260102 A01,O,2025-01-07,6450,6453
347748766,01001,19260501 B13,S,2025-01-27,3547,3547
347748766,01002,19261053 B01,S,2025-01-27,2837,2837
347748808,01001,19260451 F03,S,2025-01-16,5462,5462
347748907,01001,19100028 B01 I,S,2024-09-19,6300,6300
347748907,01002,19100029 F07,S,2024-09-19,6300,6300
347748907,01003,19100132 D01,S,2024-09-19,4500,4500
347748907,01004,19100176 B,S,2024-09-19,5400,5400
347748907,01005,19100215 B09,S,2024-09-19,0,0
347748907,01006,19100303 B07 IV,S,2024-09-19,4500,4500
347748907,01007,19100304 F01 IV,S,2024-09-19,0,0
347748907,01008,19101200 G08,S,2024-09-19,4500,4500
347748907,01009,N.J.S.A. 34:6A-33(A),S,2024-09-19,6300,6300
347748907,02001,19040029 A,O,2024-09-19,900,900
347748907,02002,19040029 A,O,2024-09-19,900,900
347748907,02003,19040029 A,O,2024-09-19,900,900
347748907,02004,19100132 D02,O,2024-09-19,900,900
347743643,01001,19260501 B01,W,2025-02-20,33103,33103
347743718,01001,19260451 F06,S,2025-02-26,2484,4965
347764086,01001,19100022 A02,S,2024-09-30,2800,2800
347764086,01002,19100022 D01,S,2024-09-30,2800,2800
347764086,01003,19100037 A04,S,2024-09-30,2800,2800
347764086,01004,19100037 B02,S,2024-09-30,2800,2800
347764086,01005,19100147 C06 I,S,2024-09-30,2800,2800
347764086,01006,19100147 C06 II,S,2024-09-30,2800,2800
347764086,01007,19100176 B,S,2024-09-30,2800,2800
347764086,01008,19100212 A03 II,S,2024-09-30,2800,2800
347764086,01009,19100215 A04,S,2024-09-30,2800,2800
347764086,01010,19100215 B09,S,2024-09-30,2800,2800
347764086,01011,19100244 A01 II,S,2024-09-30,2800,2800
347764086,01012,19100305 B02 I,S,2024-09-30,2800,2800
347764086,01013,N.J.S.A. 34:6A-33(A),S,2024-09-30,2800,2800
347764086,02001,19100157 E02,O,2024-09-30,700,700
347739500,01001,19260651 I01,W,2025-02-25,72826,72826
347743577,01001A,19261153 C01,S,2025-03-04,4965,4965
347743577,01001B,19261153 D02 I,S,2025-03-04,0,0
347743577,01001C,19261153 G01,S,2025-03-04,0,0
347743577,01001D,19261153 I02 I,S,2025-03-04,0,0
347736563,01001,19260503 A01,S,2025-02-07,3500,10923
347732737,01001,19261052 C01 I,S,2024-11-21,4194,6453
347732810,01001,5A0001,S,2025-02-26,16550,16550
347732810,02001,19040039 A01,O,2025-02-26,11823,11823
347731283,01001,19260021 B02,S,2024-12-12,0,14518
347771719,01001,19260451 B01,S,2025-02-18,5210,7660
347771719,01002,19260451 E01,S,2025-02-18,6515,9577
347771719,01003,19260451 G01 V,S,2025-02-18,6515,9577
347771719,01004,19260453 B02 V,S,2025-02-18,6515,9577
347771719,01005A,19260502 D08,S,2025-02-18,9215,13406
347771719,01005B,19260502 D15,S,2025-02-18,0,0
347771719,01006,19260503 A01,S,2025-02-18,9125,13406
347771719,02001,19260501 B01,R,2025-02-18,91905,134066
347723611,01001,19260501 B13,S,2025-01-06,3457,3457
347724163,01001,19260501 B13,S,2024-10-17,0,7098
347724213,01001,19260501 B13,S,2024-09-30,7098,7098
347724353,01001,19260501 B01,S,2025-01-14,7340,11292
347724353,01002,19261053 B04,S,2025-01-14,7340,11292
347724668,01001,19100109 E01 IV,S,2025-02-24,11585,11585
347724668,01002,19100109 E05,S,2025-02-24,11585,11585
347724668,01003,19100119 E01,S,2025-02-24,8276,8276
347724668,01004A,19100119 F01,S,2025-02-24,8276,8276
347724668,01004B,19100119 O01,S,2025-02-24,0,0
347717019,01001,19260502 I03,S,2024-12-16,5000,11292
347719874,01001,19260651 I03,O,2025-01-22,10000,11585
347719874,01002,19260651 J02,O,2025-01-22,10000,11585
347719874,01003,19260652 A01,O,2025-01-22,10000,11585
347761512,01001,19260501 B13,S,2024-09-27,4839,4839
347710097,01001A,19261153 C01,S,2025-01-08,4839,4839
347710097,01001B,19261153 D02 I,S,2025-01-08,0,0
347710097,01001C,19261153 D03 I,S,2025-01-08,0,0
347710097,01002,19261153 G01,S,2025-01-08,2074,2074
347710097,01003A,19261153 I01,S,2025-01-08,2074,2074
347710097,01003B,19261153 I02 I,S,2025-01-08,0,0
347704405,01001,19260501 B01,S,2025-02-04,4729,4729
347707523,01001,19260501 B13,S,2024-12-02,4839,4839
347705386,01001,19260501 B01,S,2024-09-26,2074,3457
347706111,01001,19260025 A,S,2024-08-29,3457,3457
347706111,01002,19260102 A01,S,2024-08-29,2765,2765
347706111,01003,19260501 B13,S,2024-08-29,4839,4839
347706384,01001,19260501 B13,S,2024-12-30,4839,4839
347706384,01002,19260503 A02,S,2024-12-30,4839,4839
347706707,01001,19260501 B13,S,2024-09-26,3000,4839
347706731,01001,19260451 G01 VII,S,2024-11-25,4839,4839
347706921,01001,19260501 B13,S,2024-09-26,2900,4839
347715948,01003,19260501 B13,S,2024-11-01,0,4839
347715948,01004A,19261053 B15,S,2024-11-01,0,2765
347715948,01004B,19261053 B16,S,2024-11-01,0,0
347715948,01001,19260020 B02,S,2024-11-01,2000,4839
347715948,01002,19260451 G04 I,S,2024-11-01,0,4839
347706772,01001,19260501 B13,S,2024-09-26,2800,4839
347707390,02001,19260453 B02 V,W,2024-08-27,32265,32265
347915670,01001,19260416 A01,S,2024-12-09,4839,4839
347915670,01002,19260451 G04 I,S,2024-12-09,4839,4839
347915670,01003,19260501 B13,S,2024-12-09,4839,4839
347915670,01004A,19261053 B15,S,2024-12-09,2765,2765
347915670,01004B,19261053 B16,S,2024-12-09,0,0
